doc_id,sentence,p_positive,p_negative
8217,"R. Nicholas Burns, the under secretary of state for political affairs, who has coordinated the Iran issue with the Europeans, also declined to discuss the intelligence, but insisted that the Bush administration's approach was one of ''careful, quiet diplomacy designed to increase international pressure on Iran to do one thing: abandon its nuclear weapons designs and return to negotiations with European countries.''",0.020060082897543907,0.1995932161808014
8217,"Until now, there has been only one official reference to them: a year ago in a conversation with reporters, Colin L. Powell, then secretary of state, briefly referred to new, missile-related intelligence on Iran.",0.023112423717975616,0.10186096280813217
8217,"In turn, several American officials confirmed the intelligence.",0.15982109308242798,0.016655143350362778
8217,"All who spoke did so on the condition of anonymity, saying they had pledged to keep the intelligence secret, though it is being discussed by an array of senior government officials and International Atomic Energy Agency board members.",0.036965031176805496,0.05526009202003479
8217,"Officials said scientists at the American weapons labs, as well as foreign analysts, had examined the documents for signs of fraud.",0.015695348381996155,0.3538019061088562
8217,But one nongovernment expert cautioned that the intelligence could simply represent the work of a faction in Iran.,0.017852632328867912,0.26459449529647827
8217,"''What we don't know is whether this is the uncoordinated effort of a particularly ambitious sector of the rocket program or is it, as some allege, a step-by-step effort to field a nuclear weapon within this decade,'' said Joseph Cirincione of the Carnegie Endowment for International Peace, who said he had not seen the secret documents.",0.017941582947969437,0.2754094898700714
8217,The Iranians themselves deny any knowledge of the warhead plans.,0.0085089560598135,0.6423619985580444
8217,The Iranians themselves deny any knowledge of the warhead plans.,0.0085089560598135,0.6423619985580444
8217,"''We are sure that there are no such documents in Iran,'' Ali A. Larijani, secretary of the Supreme National Security Council and the country's chief nuclear negotiator, said in an interview in Tehran.",0.036161571741104126,0.061210859566926956
8217,''I have no idea what they have or what they claim to have.,0.016473034396767616,0.6855966448783875
8217,We just hear the claims.'',0.034378375858068466,0.3192847669124603
8217,"As a measure of the skepticism the Bush administration faces, officials said the American ambassador to the international atomic agency, Gregory L. Schulte, was urging other countries to consult with his French counterpart.",0.017714422196149826,0.2630409300327301
8217,"''On Iraq we disagreed, and on Iran we completely agree,'' a senior State Department official said.",0.033248718827962875,0.20340053737163544
8217,''That gets attention.'',0.15536542236804962,0.15383698046207428
8217,"Inspectors and Secret Sites
  For years, American intelligence agencies argued that Iran was hiding a range of nuclear facilities.",0.02236418053507805,0.27496322989463806
8217,"Then, in February 2003, inspectors from the International Atomic Energy Agency went to Iran and confirmed reports of two secret sites under construction that could make concentrated uranium and plutonium, standard fuels for nuclear arms.",0.027106348425149918,0.10444805771112442
8217,"At Natanz, in central Iran, they found preparations for more than 50,000 whirling centrifuges meant to purify uranium.",0.016013476997613907,0.3549560308456421
8217,"At Arak, to the west, they found construction of a heavy-water plant and reactor meant to make plutonium.",0.02040044218301773,0.07780100405216217
8217,"Iran insisted the sites were for conducting peaceful research and making fuel for nuclear power, and were kept secret to evade American-led penalties on sales of atomic technology to Iran.",0.021102027967572212,0.3146692216396332
8217,"Over time, a string of revelations challenged that explanation, even as inspectors eventually uncovered at least seven secret nuclear sites.",0.03001011721789837,0.1965150684118271
8217,"In August 2003, agency inspectors discovered traces of uranium concentrated to the high levels necessary for a bomb, rather than the low levels for a power-producing reactor.",0.019553357735276222,0.20613664388656616
8217,"In August 2003, agency inspectors discovered traces of uranium concentrated to the high levels necessary for a bomb, rather than the low levels for a power-producing reactor.",0.019553357735276222,0.20613664388656616
8217,"Some of the uranium was shown to have arrived in Iran on nuclear equipment purchased from Pakistan, but a European diplomat disclosed that the origin of the rest was still a mystery.",0.014554736204445362,0.1023072749376297
8217,"Then there were questions about what Iran had obtained from the atomic black market run by Abdul Qadeer Khan, the Pakistani rogue nuclear engineer.",0.011588744819164276,0.37864676117897034
8217,"Iran has acknowledged buying from Dr. Khan, but the extent of those dealings is still under investigation.",0.015706665813922882,0.14461509883403778
8217,"By late 2003, many government and nongovernment experts agreed that Iran was rapidly progressing.",0.10993809252977371,0.028865233063697815
8217,"''Most people,'' said Gary Milhollin, director of the Wisconsin Project on Nuclear Arms Control in Washington, ''believed that they had mastered the essential capabilities and had the potential to develop what they needed to make a bomb.''",0.24813148379325867,0.02296786569058895
8217,Diplomacy aimed at defusing Iran moved haltingly.,0.01768634282052517,0.43000465631484985
8217,Diplomacy aimed at defusing Iran moved haltingly.,0.01768634282052517,0.43000465631484985
8217,"Tehran agreed to suspend the enrichment of uranium as it negotiated with the West over the fate of its atom program, but months later began making uranium hexafluoride, the raw material for enrichment.",0.020919721573591232,0.13197657465934753
8217,"If Iran hid parts of its atomic program, it boldly displayed its missiles.",0.02494550496339798,0.3655608892440796
8217,"And in August 2004, it conducted a test that deepened suspicions that it was at work on a nuclear warhead.",0.01448757667094469,0.6283458471298218
8217,Tehran test-fired an upgraded version of the Shahab -- shooting star in Persian -- in a flight that featured the first appearance of an advanced nose cone made up of three distinct shapes.,0.10901997983455658,0.00803091749548912
8217,"Missile experts noted that such triconic nose cones have great range, accuracy and stability in flight, but less payload space.",0.468648761510849,0.026483669877052307
8217,"Therefore, experts say, they have typically been used to carry nuclear arms.",0.03339305892586708,0.12925270199775696
8217,"Iran insists it is pursuing only peaceful energy, and notes that nations like Japan, South Korea and Brazil have advanced civilian nuclear programs and sophisticated missiles, but have been aided by the West in building their programs rather than being accused of trying to make atomic warheads.",0.15223760902881622,0.04018991440534592
8217,"''Second-class countries are allowed to produce only tomato paste,'' said Mr. Larijani, Iran's nuclear negotiator.",0.022645771503448486,0.2977837324142456
8217,''The problem is that Iran has come out of its shell and is trying to have advanced technology.'',0.017308587208390236,0.5846265554428101
8217,"A Laptop's Contents
  American officials have said little in their briefings about the origins of the laptop, other than that they obtained it in mid-2004 from a source in Iran who they said had received it from a second person, now believed to be dead.",0.009854686446487904,0.47502970695495605
8217,Foreign officials who have reviewed the intelligence speculate that the laptop was used by someone who worked in the Iranian nuclear program or stole information from it.,0.012157081626355648,0.41826146841049194
8217,One senior arms expert said the material was so voluminous that it appeared to be the work of a team of engineers.,0.10262726247310638,0.059571992605924606
8217,One senior arms expert said the material was so voluminous that it appeared to be the work of a team of engineers.,0.10262726247310638,0.059571992605924606
8217,"Without revealing the source of the computer, American intelligence officials insisted that it had not come from any Iranian resistance groups, whose claims about Iran's nuclear program have had a mixed record for accuracy.",0.014121074229478836,0.40395450592041016
8217,"In July, as the Bush administration began stepping up the pressure on the United Nations to take punitive action against Tehran, it decided to brief Dr. ElBaradei on the contents of the laptop.",0.02289566956460476,0.1486574411392212
8217,The session on July 18 on the top floor of the American mission in Vienna was a meeting of former rivals.,0.03051207773387432,0.014353755861520767
8217,"Before the Iraq war, Dr. ElBaradei had attracted the wrath of the Bush administration by declaring that his agency had found no evidence that Saddam Hussein was reconstituting his nuclear program.",0.009577118791639805,0.6656520962715149
8217,"And the administration had tried to oust Dr. ElBaradei, an Egyptian, from his post, partly because they found him insufficiently tough on Iran.",0.00849179457873106,0.7019805312156677
8217,''But that may not be the case.'',0.03945488482713699,0.3283313512802124
8217,"One major revelation was work done on a sphere of detonators meant to ignite conventional explosives that, in turn, compress the radioactive fuel to start the nuclear chain reaction.",0.06059298291802406,0.11800689250230789
8217,The documents also wrestled with how to position a heavy ball -- presumably of nuclear fuel -- inside the warhead to ensure stability and accuracy during the fiery plunge toward a target.,0.029324853792786598,0.16432151198387146
8217,"And a bomb exploding at a height of about 2,000 feet, as envisioned by the documents, suggests a nuclear weapon, analysts said, since that altitude is unsuitable for conventional, chemical or biological arms.",0.01396841648966074,0.6625509858131409
8217,"After more than a year of analysis, questions remain about the trove's authenticity.",0.015770476311445236,0.2598579525947571
8217,"Gary Samore, the head of nonproliferation at the National Security Council in the Clinton administration, who recently directed a report on Iran that drew on interviews with government officials in many nations, said, ''The most convincing evidence that the material is genuine is that the technical work is so detailed that it would be difficult to fabricate.''",0.14381033182144165,0.022318392992019653
8217,"An Unclassified Briefing
  In August and September, as the United States was preparing for a showdown vote at the International Atomic Energy Agency on whether to recommend action by the United Nations Security Council against Iran, the Bush administration stepped up its campaign.",0.026730939745903015,0.10189872980117798
8217,The United States rarely shares raw intelligence outside a small circle of close allies.,0.016949860379099846,0.4062223434448242
8217,"For them, it developed the equivalent of the white paper on Iraq that Britain and the United States published before the Iraq war.",0.029409259557724,0.21439200639724731
8217,"The 43-page unclassified briefing includes no reference to the warhead documents, but uses commercial satellite photos and economic analysis to argue that Iran has no need for nuclear power and has long hidden its true ambitions.",0.013038293458521366,0.5180462002754211
8217,"Analysts from the Los Alamos National Laboratory and the Pacific Northwest National Laboratory wrote the briefing paper for the State Department, which distributed it widely.",0.032929569482803345,0.009734325110912323
8217,"In graphic detail, the paper offers a tour of the previously hidden sites, saying, for instance, that a ''dummy'' building at the centrifuge plant in Natanz hides a secret entrance ramp to an underground factory.",0.03021354228258133,0.112521231174469
8217,The briefing asserted that Iran did not have enough proven uranium reserves to fuel its nuclear power program beyond 2010.,0.012310080230236053,0.3770816922187805
8217,"But it does have enough uranium, the report added, ''to give Iran a significant number of nuclear weapons.''",0.03651091083884239,0.1729045957326889
8217,The briefing landed with something of a thud.,0.03508883714675903,0.1757633537054062
8217,''How do you know what you're shown on a slide is true given past experience?'',0.031248940154910088,0.09550416469573975
8217,"Even so, the American campaign helped produce a consensus among International Atomic Energy Agency board members, although a fragile one.",0.3856106102466583,0.02686602808535099
8217,"On Sept. 24, the board passed the resolution against Iran by a vote of 22 to 1, with 12 countries abstaining, including China and Russia.",0.02016378939151764,0.11952312290668488
8217,"On Sept. 24, the board passed the resolution against Iran by a vote of 22 to 1, with 12 countries abstaining, including China and Russia.",0.02016378939151764,0.11952312290668488
8217,"It cited Iran for ''a long history of concealment and deception'' and repeated failure to live up to its obligations under the Nuclear Nonproliferation Treaty, which it signed in 1970.",0.0054550315253436565,0.8394569158554077
8217,"The resolution said Iran's failings had set it up for consideration by the Security Council for possible punishment with economic penalties, though it left the timing of the referral to a future meeting.",0.007895433343946934,0.6162581443786621
8217,"Manouchehr Mottaki, Iran's foreign minister, denounced the resolution as ''illegal and illogical'' and the result of a ''planned scenario determined by the United States.''",0.005693936254829168,0.7778559923171997
8217,"Debating the Next Step
  On Thanksgiving, Nov. 24, the board of the international atomic agency plans to meet again to confront the Iranian nuclear question -- and decide whether to take the next step and send the issue to the Security Council.",0.02849164605140686,0.020924793556332588
8217,The Bush administration is confident in its evidence.,0.15008562803268433,0.05678428336977959
8217,The Bush administration is confident in its evidence.,0.15008562803268433,0.05678428336977959
8217,"''There is not a single country we deal with that does not believe Iran is seeking a nuclear weapon,'' said Mr. Burns, the under secretary of state.",0.033263612538576126,0.2247275561094284
8217,The Iranians have taken steps to forestall any penalties.,0.05751209706068039,0.07886805385351181
8217,"After months of delays, they have allowed inspectors into a secret military site, shared more information about the history of their program, and signaled a willingness to reopen negotiations, even while vowing to continue turning raw uranium into a gas that can be enriched.",0.17699772119522095,0.018077244982123375
8217,Those steps may convince some atomic agency board members.,0.4324621558189392,0.01379510760307312
8217,And at least two countries rotating onto the board for the next meeting -- Cuba and Syria -- are almost certain to defy Washington.,0.031347133219242096,0.3816060423851013
8217,"In this case, he added, ''That has not happened.''",0.0608651340007782,0.12645909190177917
8217,"European nations and the international atomic agency are now working out details of a new proposal that offers Tehran the chance to conduct very limited nuclear activities in Iran, but move any enrichment of uranium to Russia -- part of the effort to keep the country from obtaining the nuclear fuel that could go atop the Shahab missile.",0.03419216722249985,0.055119507014751434
8217,"Some European diplomats are concerned that confronting the Iranians with strong evidence of the warhead studies could cause Tehran to abandon negotiations with the West, expel international inspectors and move forward with its plans, whatever they may be.",0.007650962099432945,0.6533408164978027
8217,"''If there is information that can serve to make progress with the Iranians, without blowing up the system, that's better.''",0.4979526400566101,0.029491204768419266
8217,"Chart/Map: ''Clues About Iran's Nuclear Activity''
Despite scrutiny by the International Atomic Energy Agency, most of the nuclear-related sites in Iran were unknown until a string of disclosures that began in early 2003.",0.013548064976930618,0.14642027020454407
8217,"One place of interest, the Lavizan-Shian Military Physics Research Center for Nuclear Defense, shown below, was bulldozed before inspectors were allowed to visit the site.",0.011982444673776627,0.5132585763931274
8217,"Map of Iran highlights the following:
(Sites outlined in black were unknown publicly until 2003 or later.)",0.016186660155653954,0.07776635140180588
8218,Remember Iran?,0.0393063947558403,0.1291491687297821
8218,We have long felt that Mohamed ElBaradei and his United Nations nuclear inspectors were too patient with Iran's cat-and-mouse games and constant evasions.,0.023543255403637886,0.5468154549598694
8218,Even their patience is running out.,0.01548232976347208,0.8364118933677673
8218,Even their patience is running out.,0.01548232976347208,0.8364118933677673
8218,"In a report last week, the International Atomic Energy Agency declared that it had reached an impasse over Tehran's refusal to answer questions about its past nuclear activities.",0.010175704024732113,0.4552106261253357
8218,(An official close to the agency told The Times: ''We seem to be at a dead end.''),0.007948467507958412,0.7205723524093628
8218,(An official close to the agency told The Times: ''We seem to be at a dead end.''),0.007948467507958412,0.7205723524093628
8218,The report also said that Iran had substantially improved its ability to produce nuclear fuel in direct defiance of a Security Council ban.,0.32217904925346375,0.012544033117592335
8218,"We know that the United States and its allies are grappling with a lot right now, including a financial meltdown and a resurgent Russia.",0.01486265379935503,0.6318068504333496
8218,"We know that the United States and its allies are grappling with a lot right now, including a financial meltdown and a resurgent Russia.",0.01486265379935503,0.6318068504333496
8218,But Tehran's scientists are getting ever closer to mastering the skills that are the hardest part of building a nuclear weapon.,0.1219746395945549,0.16448962688446045
8218,This is not a problem that can be shunted off to the next president.,0.01854386180639267,0.6510565876960754
8218,"For that, Europe and the United States must agree quickly on a more persuasive set of punishments and incentives.",0.09153516590595245,0.10532756894826889
8218,"That means far tougher restrictions on trade and investment in Iran -- if Russia and China block action at the Security Council, Europe and Washington will have to act without them -- and far more generous diplomatic incentives, including a credible American offer of improved relations and security guarantees if Tehran abandons its nuclear ambitions.",0.03563087806105614,0.4612850844860077
8218,"Secretary of State Condoleezza Rice had hoped to salvage at least part of President Bush's legacy, and her own, by brokering an Israeli-Palestinian peace deal before Mr. Bush leaves office.",0.10067930072546005,0.03919890150427818
8218,She could prove that she was serious by proposing to immediately open an American interests section in Tehran -- an idea her aides floated a few months ago that seems to have disappeared.,0.11154788732528687,0.0732731744647026
8218,We don't know if any mix of sanctions and rewards can persuade Iran's leaders to abandon their nuclear program.,0.007389359641820192,0.7636497020721436
8218,"But without such an effort, we are certain that Tehran will keep pressing ahead, while the voices in the United States and Israel arguing for military action will only get louder.",0.01492504496127367,0.6159805655479431
8227,"Repeated Lapses With Nuclear Weapons Raise Questions of Safety

In a cluster of oddly shaped industrial buildings rising from the wheat fields east of this city, behind strands of razor wire, guards with AR-15 military-style rifles and security devices that officials will not discuss, some 300 technicians are fulfilling the nation's commitment to dismantle thousands of nuclear weapons.",0.021020637825131416,0.4845547080039978
8227,"It is the most dangerous, tricky and vital operation with nuclear armaments -- prying the plutonium, a toxic and radioactive material that is the main fuel of atomic bombs, away from the conventional explosives used to set off the nuclear chain reaction.",0.016068371012806892,0.7018677592277527
8227,The explosives are old and in some cases prone to detonate from heat or shock.,0.011611995287239552,0.6892573833465576
8227,"Other barrels marked ""empty"" contained high explosives, including one used as a desk where technicians filled out paperwork.",0.015316162258386612,0.36705148220062256
8227,"The Energy Department's Office of Nuclear Safety recently reported finding drums of explosives manufactured in 1959 and 1965 that are supposed to be checked every year, since, as it noted in industrial-grade prose, ""personnel injury and loss of facilities could occur should old explosive detonate.""",0.015140100382268429,0.49773532152175903
8227,But there was no evidence that they had ever been checked.,0.01749311573803425,0.4985354542732239
8227,But there was no evidence that they had ever been checked.,0.01749311573803425,0.4985354542732239
8227,"Even a regulation meant to block the unthinkable, the detonation of a nuclear weapon, is not consistently followed.",0.010587823577225208,0.7472286820411682
8227,"One embattled technician, who blew the whistle on many violations and has brought legal action against Mason & Hanger charging that it retaliated against him, says the situation is more dangerous still because of an atmosphere of fear in which workers at the plant, named Pantex for its Texas Panhandle locale, hesitate to raise safety issues.",0.008183534257113934,0.751788854598999
8227,"He added, however, that while all the plant's safety measures should be followed, it would take errors or accidents far more serious than those documented by the Energy Department and in company reports to cause a major accident.",0.01544282864779234,0.6210935115814209
8227,"""Nuclear weapons were made to drop 20 feet without consequence,"" Mr. Barton said.",0.036501120775938034,0.29489782452583313
8227,"""They may need to be repaired, but you don't get a blinding white flash and a mushroom cloud.""",0.028709908947348595,0.5794140696525574
8227,"Thomas P. Grumbly, the Energy Department's chief environmental safety and health official, said only, ""It's clear we need to pay more attention to how we're managing these kind of situations at the lowest levels, so they don't escalate.""",0.07164333015680313,0.07376697659492493
8227,"Taken individually, many violations noted in department and company reports seem minor, almost comical: In December 1995, a nuclear artillery shell, which can be used as a neutron bomb, dropped 15 to 17 inches when the platform it sat on collapsed, and a small-yield ""tactical"" nuclear bomb smacked into a concrete wall because workers locked the wrong set of caster wheels on its dolly.",0.021568918600678444,0.6180922389030457
8227,"Then there was the time in February 1995, also documented in the plant's ""occurrence reports"" to the Energy Department, when workers used a paper clip instead of an approved part to secure a load-bearing pin joining a dolly to a forklift towing weapons around the plant.",0.013629646971821785,0.43313947319984436
8230,"Report Details Cheaper Source For Bomb Fuel

The chronic difficulties in producing a critical gas for the nation's nuclear weapons could be solved for about a third the cost of the proposal being backed by the Energy Department, according to an executive report prepared for the department.",0.20690502226352692,0.04236695170402527
8230,"Spending $2.3 billion to build the world's most powerful linear accelerator would insure an adequate supply of the perishable gas, tritium, according to the report.",0.27906695008277893,0.019375359639525414
8230,"Spending $2.3 billion to build the world's most powerful linear accelerator would insure an adequate supply of the perishable gas, tritium, according to the report.",0.27906695008277893,0.019375359639525414
8230,"It says the device could be completed in 1996, at least six years faster than it would take the Energy Department to build five new nuclear reactors, costing a total of $6.8 billion, to produce tritium as it has told Congress it plans to do.",0.2423151135444641,0.022419966757297516
8230,"The report, which has not been submitted, was completed this month by physicists and engineers from two national laboratories in New York and New Mexico and a nuclear weapons plant in Washington State.",0.03680964186787605,0.023730875924229622
8230,"Increase in Safety
A linear accelerator was used to discover tritium in 1935, but the technology had been considered too expensive to use to produce the gas in the quantities needed for nuclear weapons.",0.02593315578997135,0.31651952862739563
8230,The report says advances in technology to accelerate continuous streams of atomic particles to nearly the speed of light have made it possible to use linear accelerators to produce tritium far more safely and cheaply than with nuclear reactors.,0.7107040286064148,0.0062512969598174095
8230,"The proposed accelerator, at least 100 times more powerful than any on earth, would be 1,051 meters long, slightly more than six-tenths of a mile, and generate a 1.6-billion-volt beam of protons so powerful that it could vaporize steel.",0.7696507573127747,0.01341304276138544
8230,"The report said the proposed accelerator would cost about $250 million annually to operate, two-thirds of it to pay for 800 megawatts of electricity to power the plant.",0.02105836197733879,0.25388044118881226
8230,The accelerator is different from the atom smasher that may be built in Texas for a civilian research program on the basis of matter.,0.0252255629748106,0.08283216506242752
8230,The latter device is circular and will accelerate subatomic particles in opposite directions to collide.,0.0659695565700531,0.08939463645219803
8230,Independent physicists who reviewed a copy of the full executive report said its conclusions were consistent with the state of the art in linear accelerator technology.,0.1366855353116989,0.012004771269857883
8230,"They agreed that if the Energy Department furnished the capital, a machine capable of providing all of the tritium needed for the nation's nuclear arsenal could be built.",0.17993378639221191,0.015969935804605484
8230,"The emergence of the issue of using a linear accelerator to produce tritium has upset top officials of the Energy Department, which rejected the idea last summer and decided instead to ask Congress for $6.8 billion to build a nuclear reactor in South Carolina and four in Idaho to produce tritium in the 21st century.",0.014129560440778732,0.411789208650589
8230,"''If it turns out this is something the national laboratories will stand behind, we will examine this proposal more carefully,'' said Ronald W. Cochran, Acting Director of the Energy Department's Office of New Production Reactors.",0.046045683324337006,0.07570472359657288
8230,"''Until now, Congress was in a hell of a box,'' said Representative Les AuCoin, a Democrat of Oregon and member of the House Appropriations Committee.",0.02285972237586975,0.3836216330528259
8230,''We either coughed up $6.8 billion at a minimum and rubber stamp their proposal or be accused of unilaterally disarming our nuclear defense capability.,0.01124507561326027,0.7527404427528381
8230,"''Now something new has emerged on the screen, a technology which is cheaper and safer and an alternative to the kind of facilities they built in the past.",0.6115848422050476,0.013440367765724659
8230,"The 35-year-old reactors have exceeded by years their designed life span, and the Energy Department has expressed doubt that even repaired reactors could be safely operated for the decade or so before a new reactor is completed.",0.008423557505011559,0.7926825881004333
8230,"Chain Reaction Process
To produce tritium, the element lithium is split by neutrons, which along with protons are the principal atomic particles in the nuclei of most elements.",0.05242256447672844,0.019867684692144394
8230,"The source of the neutrons for weapon material for nearly half a century has been the nuclei of enriched uranium, which are split in the controlled chain reaction in a nuclear reactor.",0.03601702302694321,0.06455796957015991
8230,"The cleaving process, called fission, yields enormous amounts of energy in the form of heat and radiation that can run out of control if coolant is cut off from reaching the reactor.",0.022688010707497597,0.4923597574234009
8230,"The process, according to the authors, involves a different source of energy that is powered by electricity and can be switched off instantaneously just like a lamp.",0.06719936430454254,0.01733921468257904
8230,"Moreover, because a nuclear chain reaction is not involved, the accelerator will produce far less long-lived radioactive wastes.",0.07163650542497635,0.3432423770427704
8230,"''The concept has a lot of merit,'' said Roger W. Powell, manager of engineering development for Westinghouse Electric at Hanford.",0.6604804992675781,0.004128577653318644
8230,''We're in position to provide all the technical aspects and let the Energy Department make a decision.'',0.06862480938434601,0.014699166640639305
8230,"Technical Threshold Crossed
Since 1947, when Dr. Ernest O. Lawrence of the University of California at Berkeley proposed building a linear accelerator to produce nuclear materials for atomic weapons, the idea has periodically surfaced at the top of the nation's nuclear weapons hierarchy, but the concept never became practical technically.",0.036265287548303604,0.055477600544691086
8230,"Now, however, according to the authors of the new report, and independent physicists who have reviewed it, a linear accelerator capable of producing nuclear materials for weapons is possible because of a technical threshold that was crossed this decade.",0.1307460069656372,0.027503052726387978
8230,The key to building an accelerator powerful enough to continuously shower lithium with neutrons is to operate a particle beam at extremely high voltages and high currents.,0.22639691829681396,0.04505307227373123
8230,"Its 1.6 billion volt beam would have a continuous current of 250 milliamps, hundreds of times higher than most existing linear accelerators, which operate at 1 milliamp or lower.",0.4019821882247925,0.0282722357660532
8230,The beam would be composed of protons gained by stripping hydrogen atoms of their lone electrons.,0.06602734327316284,0.04890613257884979
8230,The protons would be accelerated down the center of a vacuum tube made of copper or aluminum.,0.0456257089972496,0.08219322562217712
8231,"Report Details Progress By Iran at Nuclear Bunker

WASHINGTON -- Iran has installed three-quarters of the nuclear centrifuges it needs to complete a site deep underground for the production of nuclear fuel, international inspectors reported Thursday, a finding that led the White House to warn that ''the window that is open now to resolve this diplomatically will not remain open indefinitely.''",0.030945025384426117,0.11381528526544571
8231,"The report by the International Atomic Energy Agency, the last to be issued before the American presidential election, lays out in detail how Iran over the summer has doubled the number of centrifuges installed deep under a mountain near Qum.",0.021577291190624237,0.11466586589813232
8231,"Iran has also, the report said, cleansed another site where the agency has said it suspects that the country has conducted explosive experiments that could be relevant to the production of a nuclear weapon.",0.009966112673282623,0.43789899349212646
8231,"Based on satellite photographs, the agency said the cleanup had been so extensive that it would ''significantly hamper'' the ability of inspectors to understand what kind of work had taken place there.",0.011373908258974552,0.5440347194671631
8231,"But it left open the question of what, exactly, Ayatollah Khamenei and other Iranian leaders intended to do with those machines, and whether, by racing ahead with construction, they were seeking negotiating advantage or trying to gain the ability to build a bomb before sanctions, sabotage or military action could stop them.",0.013833172619342804,0.420856237411499
8231,The report offers arguments for both sides in the debate over whether a military strike on Iran's nuclear sites is necessary to prevent Iran from producing a nuclear weapon.,0.020550088956952095,0.17791974544525146
